# Gaussian folded, width=10 cm^-1
# [cm^-1] [(D/Å)^2 amu^-1]
800.000      1.43611e+00      9.00763e-01 
801.000      1.79653e+00      8.75857e-01 
802.000      2.12622e+00      8.53076e-01 
803.000      2.38068e+00      8.35492e-01 
804.000      2.52181e+00      8.25740e-01 
805.000      2.52721e+00      8.25366e-01 
806.000      2.39601e+00      8.34433e-01 
807.000      2.14908e+00      8.51496e-01 
808.000      1.82362e+00      8.73985e-01 
809.000      1.46398e+00      8.98837e-01 
810.000      1.11186e+00      9.23169e-01 
811.000      7.98890e-01      9.44796e-01 
812.000      5.43049e-01      9.62475e-01 
813.000      3.49228e-01      9.75868e-01 
814.000      2.12470e-01      9.85318e-01 
815.000      1.22293e-01      9.91549e-01 
816.000      6.65930e-02      9.95398e-01 
817.000      3.43076e-02      9.97629e-01 
818.000      1.67256e-02      9.98844e-01 
819.000      7.72709e-03      9.99466e-01 
820.000      3.41357e-03      9.99764e-01 
821.000      1.52296e-03      9.99895e-01 
822.000      8.82178e-04      9.99939e-01 
823.000      1.01063e-03      9.99930e-01 
824.000      1.89578e-03      9.99869e-01 
825.000      3.91435e-03      9.99730e-01 
826.000      7.85285e-03      9.99457e-01 
827.000      1.49674e-02      9.98966e-01 
828.000      2.70066e-02      9.98134e-01 
829.000      4.61056e-02      9.96814e-01 
830.000      7.44668e-02      9.94854e-01 
831.000      1.13786e-01      9.92137e-01 
832.000      1.64488e-01      9.88634e-01 
833.000      2.24956e-01      9.84455e-01 
834.000      2.91058e-01      9.79888e-01 
835.000      3.56268e-01      9.75381e-01 
836.000      4.12566e-01      9.71491e-01 
837.000      4.51987e-01      9.68767e-01 
838.000      4.68465e-01      9.67628e-01 
839.000      4.59352e-01      9.68258e-01 
840.000      4.26120e-01      9.70555e-01 
841.000      3.73969e-01      9.74158e-01 
842.000      3.10497e-01      9.78544e-01 
843.000      2.43891e-01      9.83147e-01 
844.000      1.81239e-01      9.87476e-01 
845.000      1.27417e-01      9.91195e-01 
846.000      8.47459e-02      9.94144e-01 
847.000      5.33246e-02      9.96315e-01 
848.000      3.17435e-02      9.97806e-01 
849.000      1.78772e-02      9.98765e-01 
850.000      9.52493e-03      9.99342e-01 
851.000      4.80111e-03      9.99668e-01 
852.000      2.28951e-03      9.99842e-01 
853.000      1.03297e-03      9.99929e-01 
854.000      4.41116e-04      9.99970e-01 
855.000      1.78908e-04      9.99988e-01 
856.000      7.08463e-05      9.99995e-01 
857.000      3.30853e-05      9.99998e-01 
858.000      3.24896e-05      9.99998e-01 
859.000      6.72853e-05      9.99995e-01 
860.000      1.64803e-04      9.99989e-01 
861.000      3.94910e-04      9.99973e-01 
862.000      9.00907e-04      9.99938e-01 
863.000      1.95125e-03      9.99865e-01 
864.000      4.01413e-03      9.99723e-01 
865.000      7.85154e-03      9.99457e-01 
866.000      1.46204e-02      9.98990e-01 
867.000      2.59577e-02      9.98206e-01 
868.000      4.40179e-02      9.96958e-01 
869.000      7.14295e-02      9.95064e-01 
870.000      1.11140e-01      9.92320e-01 
871.000      1.66123e-01      9.88521e-01 
872.000      2.38932e-01      9.83490e-01 
873.000      3.31073e-01      9.77122e-01 
874.000      4.42221e-01      9.69442e-01 
875.000      5.69352e-01      9.60657e-01 
876.000      7.06020e-01      9.51213e-01 
877.000      8.42109e-01      9.41809e-01 
878.000      9.64459e-01      9.33355e-01 
879.000      1.05858e+00      9.26851e-01 
880.000      1.11129e+00      9.23208e-01 
881.000      1.11375e+00      9.23039e-01 
882.000      1.06382e+00      9.26489e-01 
883.000      9.67028e-01      9.33177e-01 
884.000      8.35532e-01      9.42264e-01 
885.000      6.85494e-01      9.52632e-01 
886.000      5.33589e-01      9.63128e-01 
887.000      3.93816e-01      9.72787e-01 
888.000      2.75449e-01      9.80966e-01 
889.000      1.82506e-01      9.87389e-01 
890.000      1.14517e-01      9.92087e-01 
891.000      6.80326e-02      9.95299e-01 
892.000      3.82596e-02      9.97356e-01 
893.000      2.03655e-02      9.98593e-01 
894.000      1.02623e-02      9.99291e-01 
895.000      4.90231e-03      9.99661e-01 
896.000      2.24059e-03      9.99845e-01 
897.000      1.03419e-03      9.99929e-01 
898.000      6.13250e-04      9.99958e-01 
899.000      6.98972e-04      9.99952e-01 
900.000      1.29689e-03      9.99910e-01 
901.000      2.66374e-03      9.99816e-01 
902.000      5.32826e-03      9.99632e-01 
903.000      1.01329e-02      9.99300e-01 
904.000      1.82492e-02      9.98739e-01 
905.000      3.11107e-02      9.97850e-01 
906.000      5.02105e-02      9.96530e-01 
907.000      7.67490e-02      9.94697e-01 
908.000      1.11181e-01      9.92317e-01 
909.000      1.52802e-01      9.89441e-01 
910.000      1.99566e-01      9.86210e-01 
911.000      2.48332e-01      9.82840e-01 
912.000      2.95571e-01      9.79576e-01 
913.000      3.38418e-01      9.76615e-01 
914.000      3.75661e-01      9.74041e-01 
915.000      4.08230e-01      9.71791e-01 
916.000      4.38820e-01      9.69677e-01 
917.000      4.70638e-01      9.67478e-01 
918.000      5.05652e-01      9.65059e-01 
919.000      5.43054e-01      9.62474e-01 
920.000      5.78647e-01      9.60015e-01 
921.000      6.05565e-01      9.58155e-01 
922.000      6.16162e-01      9.57422e-01 
923.000      6.04428e-01      9.58233e-01 
924.000      5.68013e-01      9.60750e-01 
925.000      5.09118e-01      9.64819e-01 
926.000      4.33962e-01      9.70013e-01 
927.000      3.51124e-01      9.75737e-01 
928.000      2.69425e-01      9.81382e-01 
929.000      1.96119e-01      9.86448e-01 
930.000      1.35908e-01      9.90609e-01 
931.000      9.09618e-02      9.93714e-01 
932.000      6.17913e-02      9.95730e-01 
933.000      4.86273e-02      9.96640e-01 
934.000      5.29640e-02      9.96340e-01 
935.000      7.89337e-02      9.94546e-01 
936.000      1.34189e-01      9.90727e-01 
937.000      2.29900e-01      9.84114e-01 
938.000      3.79425e-01      9.73781e-01 
939.000      5.95332e-01      9.58862e-01 
940.000      8.84872e-01      9.38854e-01 
941.000      1.24472e+00      9.13988e-01 
942.000      1.65660e+00      8.85527e-01 
943.000      2.08591e+00      8.55861e-01 
944.000      2.48481e+00      8.28297e-01 
945.000      2.80032e+00      8.06494e-01 
946.000      2.98566e+00      7.93687e-01 
947.000      3.01156e+00      7.91897e-01 
948.000      2.87382e+00      8.01415e-01 
949.000      2.59446e+00      8.20720e-01 
950.000      2.21590e+00      8.46879e-01 
951.000      1.79049e+00      8.76275e-01 
952.000      1.36871e+00      9.05421e-01 
953.000      9.89843e-01      9.31601e-01 
954.000      6.77237e-01      9.53202e-01 
955.000      4.38361e-01      9.69709e-01 
956.000      2.68436e-01      9.81451e-01 
957.000      1.55514e-01      9.89254e-01 
958.000      8.52340e-02      9.94110e-01 
959.000      4.41952e-02      9.96946e-01 
960.000      2.16798e-02      9.98502e-01 
961.000      1.00616e-02      9.99305e-01 
962.000      4.41855e-03      9.99695e-01 
963.000      1.83857e-03      9.99873e-01 
964.000      7.32451e-04      9.99949e-01 
965.000      3.01172e-04      9.99979e-01 
966.000      1.85088e-04      9.99987e-01 
967.000      2.66928e-04      9.99982e-01 
968.000      5.87935e-04      9.99959e-01 
969.000      1.34498e-03      9.99907e-01 
970.000      2.94848e-03      9.99796e-01 
971.000      6.12519e-03      9.99577e-01 
972.000      1.20408e-02      9.99168e-01 
973.000      2.23935e-02      9.98453e-01 
974.000      3.94018e-02      9.97277e-01 
975.000      6.55907e-02      9.95468e-01 
976.000      1.03304e-01      9.92862e-01 
977.000      1.53944e-01      9.89362e-01 
978.000      2.17091e-01      9.84999e-01 
979.000      2.89780e-01      9.79976e-01 
980.000      3.66324e-01      9.74687e-01 
981.000      4.39022e-01      9.69663e-01 
982.000      4.99830e-01      9.65461e-01 
983.000      5.42769e-01      9.62494e-01 
984.000      5.66472e-01      9.60856e-01 
985.000      5.76095e-01      9.60191e-01 
986.000      5.83873e-01      9.59654e-01 
987.000      6.07865e-01      9.57996e-01 
988.000      6.68848e-01      9.53782e-01 
989.000      7.85736e-01      9.45705e-01 
990.000      9.70352e-01      9.32947e-01 
991.000      1.22274e+00      9.15507e-01 
992.000      1.52849e+00      8.94379e-01 
993.000      1.85934e+00      8.71517e-01 
994.000      2.17785e+00      8.49507e-01 
995.000      2.44561e+00      8.31006e-01 
996.000      2.63280e+00      8.18070e-01 
997.000      2.72641e+00      8.11602e-01 
998.000      2.73356e+00      8.11108e-01 
999.000      2.67869e+00      8.14899e-01 
1000.000      2.59491e+00      8.20689e-01 
1001.000      2.51248e+00      8.26384e-01 
1002.000      2.44889e+00      8.30779e-01 
1003.000      2.40396e+00      8.33884e-01 
1004.000      2.36184e+00      8.36794e-01 
1005.000      2.29889e+00      8.41144e-01 
1006.000      2.19383e+00      8.48403e-01 
1007.000      2.03646e+00      8.59278e-01 
1008.000      1.83143e+00      8.73446e-01 
1009.000      1.59636e+00      8.89690e-01 
1010.000      1.35559e+00      9.06327e-01 
1011.000      1.13237e+00      9.21752e-01 
1012.000      9.42568e-01      9.34867e-01 
1013.000      7.91741e-01      9.45290e-01 
1014.000      6.76037e-01      9.53285e-01 
1015.000      5.85749e-01      9.59524e-01 
1016.000      5.09771e-01      9.64774e-01 
1017.000      4.39284e-01      9.69645e-01 
1018.000      3.69647e-01      9.74457e-01 
1019.000      3.00408e-01      9.79241e-01 
1020.000      2.33967e-01      9.83833e-01 
1021.000      1.73748e-01      9.87994e-01 
